epoch,lr,lambda_saliency,train_detection_loss,train_saliency_loss,train_total_loss,train_energy_in_box,train_pointing_game,train_saliency_iou,val_precision,val_recall,val_map50,val_map50_95,val_fitness,epoch_seconds
32,0.004885,0.006,4.32461,0.98751784639718,4.330535107078383,0.012482153505764225,0.05456809832822524,0.014796642316587914,0.67443,0.68908,0.70061,0.36471,0.36471,113.6797513961792
33,0.00472,0.006,4.28466,0.9875359404377821,4.2905852156426265,0.012464056443010029,0.06073542699297687,0.016898481041077367,0.72827,0.67746,0.71259,0.37468,0.37468,113.56345415115356
34,0.004555,0.006,4.25427,0.9875122951033903,4.26019507377062,0.012487706163497498,0.054354732408384586,0.016041252281075523,0.74535,0.66031,0.73581,0.37947,0.37947,114.13812851905823
35,0.00439,0.006,4.22317,0.9877564309705916,4.229096538585823,0.01224357112953047,0.053639056461973825,0.01610930030339474,0.6959,0.65948,0.70687,0.37208,0.37208,113.93338298797607
36,0.004225,0.006,4.20881,0.9878545589827645,4.214737127353897,0.01214544138584096,0.04919671448394794,0.015751614870334215,0.73961,0.66406,0.72093,0.38866,0.38866,112.94312262535095
37,0.00406,0.006,4.15996,0.9879460234335415,4.165887676140601,0.012053976518963103,0.04562831874280047,0.014458920647123799,0.7222,0.67475,0.73356,0.38194,0.38194,112.9071912765503
38,0.0038949999999999996,0.006,4.11968,0.987889491005113,4.125607336946031,0.012110510824491867,0.055238608156275126,0.015335239412184565,0.72214,0.6779,0.72462,0.37864,0.37864,113.25636696815491
39,0.0037300000000000007,0.006,4.130459999999999,0.9881557230145862,4.136388934338087,0.011844277539870758,0.05860722935163951,0.015968179947411655,0.74394,0.6568,0.72725,0.38173,0.38173,112.9092903137207
40,0.003565,0.006,4.0489999999999995,0.9874290329654042,4.054924574197792,0.012570966477041234,0.05277251863300784,0.016559773936822283,0.74898,0.65329,0.72965,0.38326,0.38326,112.46848964691162
41,0.0034000000000000002,0.006,4.01074,0.9875362580208451,4.016665217548125,0.012463740543968265,0.06717314534017066,0.018450506591132766,0.71058,0.68793,0.73313,0.38823,0.38823,112.10370397567749
42,0.003235,0.006,3.99548,0.9877208450152446,4.001406325070092,0.012279152160844953,0.06179795699210723,0.01805204648045439,0.70539,0.70739,0.73103,0.39042,0.39042,112.45931577682495
43,0.0030700000000000007,0.006,3.97253,0.9875233218305127,3.978455139930983,0.012476678448264588,0.065708185190401,0.018423207014377854,0.74044,0.68927,0.73825,0.39348,0.39348,112.42825770378113
44,0.002905,0.006,3.94634,0.9877602187069979,3.9522665613122423,0.012239780640456735,0.06578593671213713,0.017991192895968646,0.73601,0.67481,0.74039,0.39626,0.39626,112.54293084144592
45,0.0027400000000000007,0.006,3.9324000000000003,0.987257189602651,3.9383235431376162,0.01274281096832616,0.06991203469532897,0.017382603764385315,0.76745,0.66633,0.74095,0.38478,0.38478,112.55958604812622
46,0.002575,0.006,3.87216,0.9872396135013014,3.878083437681008,0.012760388249832881,0.07620005453748968,0.019797369038599424,0.73484,0.69894,0.74591,0.38966,0.38966,112.86065316200256
47,0.00241,0.006,3.8781600000000003,0.9873267081782982,3.88408396024907,0.012673291580094862,0.08538405354710814,0.020723260699579298,0.73692,0.7217,0.75887,0.39847,0.39847,112.96787810325623
48,0.002245,0.006,3.80356,0.9869948955967263,3.8094819693735804,0.01300510543268463,0.08261036525798977,0.021054336579181997,0.75547,0.6873,0.7516,0.39425,0.39425,112.583336353302
49,0.00208,0.006,3.76688,0.9871121527350398,3.77280267291641,0.012887848601026044,0.09298083709950787,0.023029889021907207,0.72071,0.69251,0.73619,0.38436,0.38436,112.27672791481018
50,0.0019150000000000003,0.006,3.74775,0.9870867189969826,3.753672520313982,0.01291328141189071,0.0900105505828341,0.0227646294582693,0.74773,0.68175,0.73584,0.38913,0.38913,112.64731121063232
51,0.0017499999999999996,0.006,3.55579,0.9878155178082756,3.5617168931068495,0.012184483650658783,0.08696686983285466,0.019638442376550047,0.74501,0.71411,0.75376,0.39486,0.39486,110.61358761787415
52,0.0015850000000000003,0.006,3.4337,0.9877957632959286,3.4396267745797755,0.01220423927604987,0.08421529084434366,0.020057252126058227,0.75133,0.68858,0.74534,0.39015,0.39015,108.97944974899292
53,0.0014199999999999998,0.006,3.36698,0.9877584402154131,3.3729065506412925,0.01224156062608118,0.07817755904914181,0.01863930025499339,0.73601,0.71585,0.74573,0.38962,0.38962,109.01829218864441
54,0.0012550000000000003,0.006,3.32778,0.9878207675104924,3.333706924605063,0.012179233271116493,0.069560826904822,0.017192221324097885,0.77103,0.68935,0.74625,0.38352,0.38352,108.59711050987244
55,0.0010899999999999998,0.006,3.28638,0.9879045167942004,3.292307427100765,0.01209548531108414,0.07181501302385365,0.016782310736590703,0.76068,0.69993,0.74493,0.38885,0.38885,108.883953332901
56,0.0009250000000000003,0.006,3.23981,0.9876688031558187,3.2457360128189348,0.012331198250457743,0.0800689736173639,0.017975725151986678,0.75552,0.68347,0.74695,0.39134,0.39134,108.90551424026489
57,0.0007599999999999998,0.006,3.19603,0.9875457041015118,3.201955274224609,0.012454297183961205,0.08804722249656585,0.019076583672628766,0.74526,0.69404,0.74776,0.38516,0.38516,108.93899989128113
58,0.0007599999999999998,0.006,3.19603,0.9875457041015118,3.201955274224609,0.012454297183961205,0.08804722249656585,0.019076583672628766,0.7347739960516745,0.7226395409176334,0.7589613399743528,0.3978409712838938,0.38516,108.93899989128113
